time,time_s,VCU_INV_Direction_Command,VCU_INV_Inverter_Discharge,VCU_INV_Inverter_Enable,VCU_INV_RollingCounter,VCU_INV_Speed_Command,VCU_INV_Speed_Mode_Enable,VCU_INV_Torque_Command,VCU_INV_Torque_Limit_Command
2026-08-22T22:21:29.255Z,1.519,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.269Z,1.533,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.277Z,1.541,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.295Z,1.559,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.295Z,1.559,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.306Z,1.57,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.326Z,1.59,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.326Z,1.59,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.336Z,1.6,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.357Z,1.621,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.357Z,1.621,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.368Z,1.632,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.389Z,1.653,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.389Z,1.653,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.400Z,1.664,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.421Z,1.685,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.422Z,1.686,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.432Z,1.696,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.452Z,1.716,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.452Z,1.716,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.464Z,1.728,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.485Z,1.749,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.485Z,1.749,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.496Z,1.76,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.516Z,1.78,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.516Z,1.78,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.527Z,1.791,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.548Z,1.812,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.548Z,1.812,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.558Z,1.822,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.563Z,1.827,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.577Z,1.841,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.587Z,1.851,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.606Z,1.87,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.606Z,1.87,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.617Z,1.881,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.638Z,1.902,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.638Z,1.902,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.648Z,1.912,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.668Z,1.932,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.668Z,1.932,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.679Z,1.943,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.700Z,1.964,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.700Z,1.964,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.711Z,1.975,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.732Z,1.996,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.732Z,1.996,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.742Z,2.006,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.763Z,2.027,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.763Z,2.027,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.774Z,2.038,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.794Z,2.058,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.794Z,2.058,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.805Z,2.069,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.825Z,2.089,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.825Z,2.089,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.836Z,2.1,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.856Z,2.12,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.856Z,2.12,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.867Z,2.131,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.888Z,2.152,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:29.888Z,2.152,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.899Z,2.163,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.920Z,2.184,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.920Z,2.184,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.931Z,2.195,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:29.952Z,2.216,0,0,0,3,0,0,0.0,0.0
