time,time_s,INV_Power_On_Timer,INV_Torque_Feedback,INV_Commanded_Torque,INV_Run_Fault_Hi,INV_Post_Fault_Hi,INV_Run_Fault_Lo,INV_Post_Fault_Lo,INV_Direction_Command,INV_Inverter_Enable_State,INV_Relay_3_Status,INV_Relay_4_Status,INV_Relay_2_Status,INV_Inverter_Run_Mode,INV_Inverter_Command_Mode,INV_Relay_1_Status,INV_Inverter_State,INV_VSM_State,INV_Inverter_Enable_Lockout,INV_Inverter_Discharge_State,INV_Relay_5_Status,INV_Relay_6_Status,INV_BMS_Active,INV_BMS_Torque_Limiting,INV_Max_Speed_Limiting,INV_Low_Speed_Limiting,INV_Rolling_Counter,INV_PWM_Frequency,INV_Start_Mode_Active,INV_Reference_Voltage_12_0,INV_Reference_Voltage_5_0,INV_Reference_Voltage_2_5,INV_Reference_Voltage_1_5,INV_VBC_Vq_Voltage,INV_VAB_Vd_Voltage,INV_Output_Voltage,INV_DC_Bus_Voltage,INV_DC_Bus_Current,INV_Phase_C_Current,INV_Phase_B_Current,INV_Phase_A_Current,INV_Delta_Resolver_Filtered,INV_Electrical_Output_Frequency,INV_Motor_Speed,INV_Motor_Angle_Electrical,INV_Torque_Shudder,INV_Motor_Temperature,INV_RTD5_Temperature,INV_RTD4_Temperature,INV_RTD3_Temperature,INV_RTD2_Temperature,INV_RTD1_Temperature,INV_Control_Board_Temperature,INV_Gate_Driver_Board,INV_Module_C,INV_Module_B,INV_Module_A,INV_Fast_Torque_Command,INV_Fast_Torque_Feedback,INV_Fast_Motor_Speed,INV_Fast_DC_Bus_Voltage,INV_Diag_Record,INV_Diag_Segment,INV_Diag_Gamma_Resolver,INV_Diag_Gamma_Observer,INV_Diag_Sin,INV_Diag_Cos,INV_Diag_Ia,INV_Diag_Ib,INV_Diag_Ic,INV_Diag_Vdc,INV_Diag_Iq_cmd,INV_Diag_Id_cmd,INV_Diag_Mod_Index,INV_Diag_FW_Output,INV_Diag_Vq_Cmd,INV_Diag_Vd_Cmd,INV_Diag_Vqs_Cmd,INV_Diag_12V,INV_Diag_Run_Faults_Lo,INV_Diag_Run_Faults_Hi
2026-07-21T19:21:53.921Z,0.0,0.012,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,,,,,0.0,0.0,2.1,219.4,0.0,-6.9,-10.2,-9.1,-4.6000000000000005,0.0,6.0,69.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21T19:21:53.924Z,0.003,44.124,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.5,0.0,0.3,-1.2000000000000002,-0.6000000000000001,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21T19:21:53.926Z,0.005,44.136,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.40000000000003,0.0,-0.1,1.0,1.0,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,0.0,0.0,64.0,64.0,0.0,,,,,,,,,,,,,,,
2026-07-21T19:21:53.928Z,0.007,44.148,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.3,0.0,-0.2,-0.6000000000000001,-1.2000000000000002,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,0.0,1.0,64.0,64.0,0.0,0.0,-0.7000000000000001,-0.6000000000000001,,,,,,,,,,,,
2026-07-21T19:21:53.934Z,0.013,44.16,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.40000000000003,0.0,-0.2,0.0,-0.1,-64.0,0.0,0.0,64.10000000000001,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,0.0,2.0,64.0,64.0,0.0,0.0,-0.7000000000000001,-0.6000000000000001,-0.2,265.8,0.0,,,,,,,,,
2026-07-21T19:21:53.947Z,0.026,44.172,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.1,0.0,305.40000000000003,0.0,0.3,0.0,-0.7000000000000001,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,0.0,3.0,64.0,64.0,0.0,0.0,-0.7000000000000001,-0.6000000000000001,-0.2,265.8,0.0,0.0,0.0,0.0,,,,,,
2026-07-21T19:21:53.959Z,0.038,44.184,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.40000000000003,0.0,0.3,-0.6000000000000001,-0.1,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,0.0,4.0,64.0,64.0,0.0,0.0,-0.7000000000000001,-0.6000000000000001,-0.2,265.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2026-07-21T19:21:53.970Z,0.049,44.196,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.40000000000003,0.0,0.9,0.4,-0.1,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,0.0,5.0,64.0,64.0,0.0,0.0,-0.7000000000000001,-0.6000000000000001,-0.2,265.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
2026-07-21T19:21:53.983Z,0.062,44.208,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.40000000000003,0.0,0.3,0.4,-0.6000000000000001,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,1.0,0.0,64.0,64.0,0.0,0.0,-0.7000000000000001,-0.6000000000000001,-0.2,265.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
2026-07-21T19:21:53.995Z,0.074,44.22,-0.1,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,1.0,12.11,5.0200000000000005,2.5,1.49,0.0,0.0,0.0,305.40000000000003,0.0,0.9,-1.2000000000000002,0.0,-64.0,0.0,0.0,64.0,0.0,23.6,26.1,26.1,27.700000000000003,300.0,300.0,27.1,30.1,26.200000000000003,25.4,27.200000000000003,,,,,1.0,1.0,64.0,64.0,0.0,0.0,-0.7000000000000001,0.0,-0.2,265.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
