time,time_s,INV_Power_On_Timer,INV_Torque_Feedback,INV_Commanded_Torque,INV_Run_Fault_Hi,INV_Post_Fault_Hi,INV_Run_Fault_Lo,INV_Post_Fault_Lo,INV_Direction_Command,INV_Inverter_Enable_State,INV_Relay_3_Status,INV_Relay_4_Status,INV_Relay_2_Status,INV_Inverter_Run_Mode,INV_Inverter_Command_Mode,INV_Relay_1_Status,INV_Inverter_State,INV_VSM_State,INV_Inverter_Enable_Lockout,INV_Inverter_Discharge_State,INV_Relay_5_Status,INV_Relay_6_Status,INV_BMS_Active,INV_BMS_Torque_Limiting,INV_Max_Speed_Limiting,INV_Low_Speed_Limiting,INV_Rolling_Counter,INV_PWM_Frequency,INV_Start_Mode_Active,INV_Reference_Voltage_12_0,INV_Reference_Voltage_5_0,INV_Reference_Voltage_2_5,INV_Reference_Voltage_1_5,INV_VBC_Vq_Voltage,INV_VAB_Vd_Voltage,INV_Output_Voltage,INV_DC_Bus_Voltage,INV_DC_Bus_Current,INV_Phase_C_Current,INV_Phase_B_Current,INV_Phase_A_Current,INV_Delta_Resolver_Filtered,INV_Electrical_Output_Frequency,INV_Motor_Speed,INV_Motor_Angle_Electrical,INV_Torque_Shudder,INV_Motor_Temperature,INV_RTD5_Temperature,INV_RTD4_Temperature,INV_RTD3_Temperature,INV_RTD2_Temperature,INV_RTD1_Temperature,INV_Control_Board_Temperature,INV_Gate_Driver_Board,INV_Module_C,INV_Module_B,INV_Module_A,INV_Fast_Torque_Command,INV_Fast_Torque_Feedback,INV_Fast_Motor_Speed,INV_Fast_DC_Bus_Voltage,INV_Diag_Record,INV_Diag_Segment,INV_Diag_Gamma_Resolver,INV_Diag_Gamma_Observer,INV_Diag_Sin,INV_Diag_Cos,INV_Diag_Ia,INV_Diag_Ib,INV_Diag_Ic,INV_Diag_Vdc,INV_Diag_Iq_cmd,INV_Diag_Id_cmd,INV_Diag_Mod_Index,INV_Diag_FW_Output,INV_Diag_Vq_Cmd,INV_Diag_Vd_Cmd,INV_Diag_Vqs_Cmd,INV_Diag_12V,INV_Diag_Run_Faults_Lo,INV_Diag_Run_Faults_Hi
2026-07-30T15:38:37.456Z,0.0,0.012,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-7.5,-10.8,-12.0,8.6,0.0,-11.0,232.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-30T15:38:37.457Z,0.001,21.957,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.1,0.0,0.4,0.0,0.2,1.2000000000000002,0.0,117.2,0.0,0.0,242.8,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-30T15:38:37.459Z,0.003,21.969,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.0,0.0,0.4,0.0,-0.3,0.0,0.0,117.2,0.0,0.0,242.8,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,0.0,0.0,242.9,242.9,0.0,,,,,,,,,,,,,,,
2026-07-30T15:38:37.461Z,0.005,21.981,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.0,0.0,0.4,0.0,-0.3,-1.0,-0.5,117.2,0.0,0.0,242.7,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,0.0,1.0,242.9,242.9,0.0,0.0,-0.2,-1.2000000000000002,,,,,,,,,,,,
2026-07-30T15:38:37.462Z,0.006,21.993,-0.1,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.0,0.0,0.4,0.0,-0.3,-1.0,0.6000000000000001,117.2,0.0,0.0,242.8,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,0.0,2.0,242.9,242.9,0.0,0.0,-0.2,-1.2000000000000002,-0.9,0.4,0.0,,,,,,,,,
2026-07-30T15:38:37.470Z,0.014,22.005,-0.1,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.0,0.0,0.4,0.0,-0.9,0.7000000000000001,0.6000000000000001,117.2,0.0,0.0,242.7,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,0.0,3.0,242.9,242.9,0.0,0.0,-0.2,-1.2000000000000002,-0.9,0.4,0.0,0.0,0.0002,0.0,,,,,,
2026-07-30T15:38:37.482Z,0.026,22.017,-0.1,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.0,0.0,0.4,0.0,0.2,0.7000000000000001,1.2000000000000002,117.2,0.0,0.0,242.8,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,0.0,4.0,242.9,242.9,0.0,0.0,-0.2,-1.2000000000000002,-0.9,0.4,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,,,
2026-07-30T15:38:37.494Z,0.038,22.029,-0.1,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.0,0.0,0.4,0.0,-0.3,-1.0,0.6000000000000001,117.3,0.0,0.0,242.3,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,0.0,5.0,242.9,242.9,0.0,0.0,-0.2,-1.2000000000000002,-0.9,0.4,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.12,0.0,0.0
2026-07-30T15:38:37.506Z,0.05,22.041,-0.1,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.1,0.0,0.5,0.0,-0.9,-1.0,-0.4,117.2,0.0,0.0,242.9,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,1.0,0.0,242.9,242.9,0.0,0.0,-0.2,-1.2000000000000002,-0.9,0.4,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.12,0.0,0.0
2026-07-30T15:38:37.519Z,0.063,22.053,-0.1,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,12.09,5.01,2.5,1.5,0.0,0.0,0.0,0.4,0.0,-0.3,0.0,0.6000000000000001,117.2,0.0,0.0,242.8,0.0,22.6,22.700000000000003,22.700000000000003,22.9,300.0,300.0,25.4,27.8,24.3,23.5,25.4,,,,,1.0,1.0,242.9,242.9,0.0,0.0,-0.8,-1.2000000000000002,-0.9,0.4,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.12,0.0,0.0
