time,time_s,INV_Power_On_Timer,INV_Torque_Feedback,INV_Commanded_Torque,INV_Run_Fault_Hi,INV_Post_Fault_Hi,INV_Run_Fault_Lo,INV_Post_Fault_Lo,INV_Direction_Command,INV_Inverter_Enable_State,INV_Relay_3_Status,INV_Relay_4_Status,INV_Relay_2_Status,INV_Inverter_Run_Mode,INV_Inverter_Command_Mode,INV_Relay_1_Status,INV_Inverter_State,INV_VSM_State,INV_Inverter_Enable_Lockout,INV_Inverter_Discharge_State,INV_Relay_5_Status,INV_Relay_6_Status,INV_BMS_Active,INV_BMS_Torque_Limiting,INV_Max_Speed_Limiting,INV_Low_Speed_Limiting,INV_Rolling_Counter,INV_PWM_Frequency,INV_Start_Mode_Active,INV_Reference_Voltage_12_0,INV_Reference_Voltage_5_0,INV_Reference_Voltage_2_5,INV_Reference_Voltage_1_5,INV_VBC_Vq_Voltage,INV_VAB_Vd_Voltage,INV_Output_Voltage,INV_DC_Bus_Voltage,INV_DC_Bus_Current,INV_Phase_C_Current,INV_Phase_B_Current,INV_Phase_A_Current,INV_Delta_Resolver_Filtered,INV_Electrical_Output_Frequency,INV_Motor_Speed,INV_Motor_Angle_Electrical,INV_Torque_Shudder,INV_Motor_Temperature,INV_RTD5_Temperature,INV_RTD4_Temperature,INV_RTD3_Temperature,INV_RTD2_Temperature,INV_RTD1_Temperature,INV_Control_Board_Temperature,INV_Gate_Driver_Board,INV_Module_C,INV_Module_B,INV_Module_A,INV_Analog_Input_1,INV_Analog_Input_2,INV_Analog_Input_3,INV_Analog_Input_4,INV_Analog_Input_5,INV_Analog_Input_6,INV_DateCode_MMDD,INV_DateCode_YYYY,INV_Digital_Input_1,INV_Digital_Input_2,INV_Digital_Input_3,INV_Digital_Input_4,INV_Digital_Input_5,INV_Digital_Input_6,INV_Digital_Input_7,INV_Digital_Input_8,INV_Flux_Command,INV_Flux_Feedback,INV_Flux_Weakening_Output,INV_Id,INV_Id_Command,INV_Iq,INV_Iq_Command,INV_Modulation_Index,INV_Project_Code_EEP_Ver,INV_SW_Version
2026-07-30T15:51:56.325Z,0.0,0.012,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-8.1,-11.4,-10.9,-0.1,0.0,0.0,1.8,,,,,,,,,,,,,4.98,2.01,4.99,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,19.200000000000003,,-11.4,,,,
2026-07-30T15:51:56.336Z,0.011,0.024,-2.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-8.1,-10.6,-10.1,-0.2,0.0,0.0,1.6,,,,,,,,,,,,,4.98,2.0,4.97,0.16,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,-10.6,0.0,0.0021,,
2026-07-30T15:51:56.347Z,0.022,0.036,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-7.5,-10.5,-10.0,-0.3,0.0,0.0,1.6,,,,,,,,,,,,,4.97,2.0,4.97,0.16,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,-9.3,0.0,0.0003,,
2026-07-30T15:51:56.360Z,0.035,0.048,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-7.6,-9.7,-8.700000000000001,-0.4,0.0,0.0,1.6,,,,,,,,,,,,,4.96,2.0,4.97,0.16,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,-9.2,0.0,0.0,,
2026-07-30T15:51:56.372Z,0.047,0.06,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-6.5,-9.1,-8.700000000000001,-0.5,0.0,0.0,1.6,,,,,,,,,,,,,4.96,2.0,4.97,0.16,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,-7.300000000000001,0.0,0.0,,
2026-07-30T15:51:56.383Z,0.058,0.072,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-6.0,-7.9,-8.200000000000001,-0.5,0.0,0.0,1.6,,,,,,,,,,,,,4.96,2.0,4.96,0.16,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,-9.1,0.0,0.0,,
2026-07-30T15:51:56.395Z,0.07,0.084,-4.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-5.0,-7.9,-7.0,-0.6000000000000001,0.0,0.0,1.6,,,,,,,,,,,,,4.96,1.99,4.96,0.16,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,-8.0,0.0,0.0,,
2026-07-30T15:51:56.408Z,0.083,0.096,-4.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,,,,,0.0,0.0,0.0,0.4,0.0,-5.800000000000001,-7.9,-7.1000000000000005,-0.7000000000000001,0.0,0.0,1.6,,,,,,,,,,,,,4.96,1.99,4.97,0.16,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,-6.9,0.0,0.0,,
2026-07-30T15:51:56.420Z,0.095,0.108,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,12.09,5.0200000000000005,2.51,1.49,0.0,0.0,0.0,0.5,0.0,-4.3,-5.7,-4.800000000000001,-0.8,0.0,0.0,2.0,0.0,22.200000000000003,0.0,0.0,1.0,295.8,295.8,24.8,1.2000000000000002,1.3,1.3,1.3,4.96,2.0,4.96,0.16,0.0,0.0,1027.0,8228.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,-6.9,0.0,0.0,16.0,25903.0
2026-07-30T15:51:56.432Z,0.107,0.12,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,12.09,5.0200000000000005,2.51,1.49,0.0,0.1,0.0,0.4,0.0,-3.3000000000000003,-5.300000000000001,-3.2,-0.8,0.0,0.0,1.9,0.0,22.200000000000003,0.0,0.0,1.0,295.8,295.8,24.8,1.2000000000000002,1.3,1.3,1.3,4.96,2.0,4.97,0.16,0.0,0.0,1027.0,8228.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,-3.5,0.0,0.0006,16.0,25903.0
