time,time_s,VCU_INV_Direction_Command,VCU_INV_Inverter_Discharge,VCU_INV_Inverter_Enable,VCU_INV_RollingCounter,VCU_INV_Speed_Command,VCU_INV_Speed_Mode_Enable,VCU_INV_Torque_Command,VCU_INV_Torque_Limit_Command
2026-08-22T22:03:50.811Z,3.134,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:03:50.815Z,3.138,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:03:50.829Z,3.152,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:03:50.838Z,3.161,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:03:50.857Z,3.18,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:03:50.869Z,3.192,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:03:50.877Z,3.2,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:03:50.879Z,3.202,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:03:50.891Z,3.214,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:03:50.897Z,3.22,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:03:50.913Z,3.236,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:03:50.923Z,3.246,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:03:50.928Z,3.251,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:03:50.943Z,3.266,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:03:50.952Z,3.275,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:03:50.956Z,3.279,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:03:50.970Z,3.293,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:03:50.978Z,3.301,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:03:50.995Z,3.318,0,0,0,3,0,0,0.0,0.0
